gvkey,piotroski,roic_5y_avg,fcf_growth_5y,fcf_ev_5y_avg,maint_fcf_ev_5y_avg,growth_capx_years_5y,sales_growth_5y,roic_ratio_latest_5y,accruals_latest,fic,gsector,market_cap_usd,market_cap_local,price_asof,ttm_dps,adv_usd,ni_latest,pe_ratio,div_yield,earnings_yield,flag_sales_decline,flag_roic_decay,flag_accruals,flag_cyclical,flag_nonrecurring,trap_flags,fcf_pos_years_10y,fcf_cv_10y,roic_min_10y,interest_coverage_5y_min,altman_z,shares_chg_5y_pct,fcf_ni_ratio_5y_avg,net_debt_ebitda,div_consecutive_yrs,gm_stdev_5y,fcf_margin_5y_avg,company_name,gsubind,mcap_floor_usd,quality_block,durability_block,capital_block,franchise_block,persist_block,composite,driver,rank_composite,tag_esg_excluded,tag_benchmark_orphan,tag_low_coverage,tag_complexity,tag_style_orphan,tag_orphan_country,tag_retail_dominated,structural_score_pure,structural_score_mixed,structural_score,structural_tags,structural_multiplier,final_score,rank_final,flag_stale,flag_illiquid,flag_dilution,flag_fcf_ev_extreme,flag_growth_capex,n_flags,pick_status
216603,6,0.1850601790010946,-0.07772927149615172,0.0733534930133247,0.05186544447741842,0,0.03514761208927952,1.1274056318582202,-0.0804830917874396,CH,20,2458561869.5745,2175718468.65,51.8025,9.4308,1179115.649489363,97.9,22.223886298774257,0.18205298972057332,0.0449966304973021,False,False,False,False,False,0,10.0,0.26930951755200405,0.11618852459016393,4.554216867469879,1.9531540259338642,0.0004811161895597049,3.2175763970679654,0.8350368433563108,3,0.002661593546197166,0.07198499850889716,DORMAKABA HOLDINGS AG,20102010,2000000000,0.516497461928934,0.5196700507614214,0.6607445008460237,0.6040609137055838,0.5948251551043429,0.5465081534478916,capital,66,0,1,0,1,0,0,0,2,0,2.0,BMK|CPX,1.4,0.7651114148270483,35,False,False,False,False,False,0,picked
234178,7,0.16505568986065927,0.10597873301583838,0.13419015680872345,0.057741486633286335,0,0.08842585998738262,1.3941063387642063,-0.1536204870537704,SE,25,2004879360.0,20884160000.0,349.0,7.0,1870337.6427308535,882.2,23.67281795511222,0.02005730659025788,0.04224254171582673,False,False,False,False,False,0,10.0,0.5688312289338849,0.11218508016141349,7.0531107738998475,3.973226244478541,0.0020146933671432166,2.753105324110643,0.35940671350507425,1,0.018956758248990194,0.1228934545101418,CLAS OHLSON AB,25504030,2000000000,0.6027918781725887,0.392766497461929,0.49830795262267347,0.5050761421319797,0.4653835307388607,0.5435316513727881,quality,68,0,1,0,1,0,0,0,2,0,2.0,BMK|CPX,1.4,0.7609443119219034,36,False,False,False,False,False,0,skip_sector
100909,8,0.12763860519924944,0.16272131350929797,0.050337132243631635,0.039353914928635325,0,0.09730278924200819,0.7310241316880726,-0.03859394817901795,GB,20,3825982148.8078003,3012584369.1400003,6.355,0.226,5797627.378983333,152.6,19.741706219790306,0.035562549173878834,0.050654183020793726,False,False,False,False,False,0,10.0,0.5500420163944764,0.09285822134984147,8.254355400696864,4.96010383208486,0.05007990281665853,1.0686174413389478,1.1300031026993484,4,0.017088979317847686,0.07416334664423703,RS GROUP PLC,20107010,2000000000,0.5964467005076142,0.3711928934010152,0.467005076142132,0.5761421319796954,0.4714467005076142,0.5428952283091534,quality,69,0,0,0,1,1,0,0,2,0,2.0,CPX|STY,1.4,0.7600533196328146,37,False,False,True,False,False,1,flagged
100658,7,0.25275885629160016,0.4646928186098689,0.062214721258982364,0.06922143644204122,5,0.1481781038896921,1.0621508204514953,-0.014970351462869352,JP,45,5192333277.516743,774975116047.275,1643.175,1182.0,18511235.716115266,544131.021,1.424243584978911,0.7193390843945411,0.7021270873512884,False,False,False,False,False,0,10.0,0.5837232283960199,0.13963258819047134,320686.0,9.331318681931705,1.9455589069087527,0.6625603129991576,0.0,3,0.02581410459485381,0.13795249423423558,TOKYO ELECTRON LTD,45301010,2000000000,0.7576142131979695,0.6453045685279187,0.23773265651438238,0.565989847715736,0.483009024252679,0.6327774094110157,quality,29,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.7593328912932188,38,False,False,True,False,True,1,flagged
206248,8,0.49877961150979455,0.17981378280281346,0.0464140107693754,0.04372389023119043,0,0.1498840945444062,1.2029360987387068,-0.1397249080757184,GB,25,7081720604.4375,5576157956.25,168.75,4.75,12759221.115442982,196.1,28.435277696328406,0.028148148148148148,0.035167583403946184,False,False,False,False,False,0,10.0,0.6423488630506655,0.23338001179245285,152.1,12.47014299509997,0.009089517980107154,1.082821444113978,0.0,1,0.017947411658170754,0.33231267233087636,GAMES WORKSHOP GROUP PLC,25202010,2000000000,0.934010152284264,0.6427664974619289,0.32741116751269034,0.6548223350253807,0.5416666666666666,0.751110446715607,quality,7,0,0,0,0,0,0,0,0,0,0.0,-,1.0,0.751110446715607,39,False,False,False,False,False,0,skip_sector
314572,8,0.14648446894812506,0.24443669557082592,0.07225024475901956,0.06861812146858172,1,0.21212335909613333,1.412781644289743,-0.16319690048035163,IN,50,13882012427.334,1156834368944.5,438.5,0.0,37279270.42922144,99317.0,11.647898838512038,0.0,0.08585239396942987,False,False,False,False,False,0,10.0,0.8304531421102997,0.07725628681052811,3.03564790228359,4.755174516552804,0.4264080221973423,1.2328905761742504,0.8545865375850936,1,0.009264590992841387,0.25292442582936203,INDUS TOWERS LTD,50101020,1000000000,0.6573604060913706,0.24302030456852794,0.3307952622673435,0.850253807106599,0.47468979131415684,0.5770933662867122,franchise,47,0,0,0,0,1,0,1,1,1,1.5,STY|RTL,1.3,0.7502213761727258,40,False,False,True,False,False,1,flagged
211801,7,0.2994361335505185,1.4102210225812133,0.041006015955206906,0.04344954393193834,3,0.42870851452265635,1.3184460845880148,-0.07414945204059652,TW,45,24391794982.59,774342697860.0,1380.0,11.0,198778201.53975,26341.712,29.396065747738795,0.007971014492753623,0.03401815768754436,False,False,False,False,True,0,9.0,1.1948831086073068,0.2051147785699445,128.35533641596678,5.068599514810304,0.002982524773618822,0.9612852537620238,0.0,4,0.020376764943385643,0.10114654276337068,ACCTON TECHNOLOGY CORP,45201020,1000000000,0.782994923857868,0.4631979695431472,0.467005076142132,0.6903553299492386,0.540186125211506,0.6749517659134301,quality,19,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.7424469425047732,41,False,False,False,False,True,1,flagged
201389,6,0.2228650945210815,0.024975740382528144,0.06261670853833447,0.06705316125722267,2,0.008041330642330147,0.8856751378580229,-0.011576974018196459,TW,25,3368999749.5,106952373000.0,365.0,14.5,15174260.96571,6601.203,16.201951826053524,0.03972602739726028,0.06172095872991991,False,False,False,False,False,0,10.0,0.2816074985864573,0.19440630357342542,228.32114252061248,9.747320623246477,0.0,0.9426067200885934,0.0,8,0.01993018952847673,0.19844216262641132,NIEN MADE ENTRPRSE,25201020,1000000000,0.5774111675126904,0.7848984771573604,0.6133671742808798,0.2817258883248731,0.5599971799210377,0.5703815164244701,durability,50,0,0,0,0,1,0,1,1,1,1.5,STY|RTL,1.3,0.7414959713518111,42,False,False,False,False,False,0,skip_sector
102895,8,0.12859927192188608,0.1032106397693342,0.08732924721671234,0.07839907158296608,0,0.11597463733945679,1.2167266748249048,-0.03786291861133576,JP,20,5600007400.0,835822000000.0,3782.0,121.0,16116146.437962964,57512.454,14.532887085638878,0.03199365415124273,0.06880945225179523,False,False,False,False,False,0,10.0,0.6814419157595101,0.09216402996728137,53.97274979355904,6.495499514755066,-0.02719542124376262,1.1216262933629007,0.0,8,0.01429202004301882,0.07029817411057408,SANWA HOLDINGS CORP,20102010,2000000000,0.6040609137055838,0.4663705583756345,0.7597292724196277,0.6802030456852792,0.6354342921601804,0.6164199707473501,capital,36,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.7397039648968201,43,False,False,False,False,False,0,picked
200865,6,0.19672651264075272,0.23153777585109525,0.06682201958787284,0.07053623948582179,1,0.1927015501567153,1.071188371245929,-0.02145753598131256,TH,35,1099381270.6645126,38574781426.825005,96.95,5.0,15512517.038986607,7511.763,5.135250064042889,0.05157297576070139,0.19473248381846436,False,False,False,False,False,0,10.0,0.43166760891109607,0.05182166051838463,12.348774225868063,13.094075276459044,0.00047571943125102045,1.1761497220678776,0.0,1,0.03483133046294137,0.24482296324484293,BUMRUNGRAD HOSPITAL PCL,35102020,1000000000,0.5291878172588833,0.3711928934010152,0.3934010152284264,0.5507614213197969,0.43845177664974616,0.4908339972491815,franchise,103,0,1,1,0,0,0,1,2,1,2.5,BMK|COV|RTL,1.5,0.7362509958737722,44,False,False,False,False,False,0,picked
100245,8,0.22633016963787114,0.48372114094502927,0.038312922265032454,0.037679257026143456,0,0.25652169185942375,1.3878236613509054,-0.16362128934686995,JP,45,18054847341.221157,2694753334510.62,1525.415,98.0,19192563.116538912,161173.852,16.719544151061303,0.06424481206753573,0.05981024308826764,False,False,False,False,False,0,10.0,1.3130959073018764,0.052192611743648386,35.598778892280855,7.423793684020977,2.697906455519677,0.7486144955748912,0.0,2,0.026599211369207777,0.1563351434211849,ADVANTEST CORP,45301010,2000000000,0.8451776649746192,0.30901015228426393,0.19289340101522842,0.6065989847715736,0.36950084602368866,0.6070367469203544,quality,38,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.7284440963044252,45,False,False,True,False,False,1,flagged
222066,8,0.2045473447854465,-0.09432815369437486,0.06666915381206337,0.06860054960054027,3,0.03983225609302088,1.1004730209792637,-0.01511483571524486,ID,30,5625142198.884,90728099982000.0,780.0,56.2,3538916.996566038,6609456.0,13.727014747053312,0.07205128205128206,0.07284905119043916,False,False,False,False,False,0,10.0,0.517377412587188,0.18852898741865787,279.89876363636364,4.914446552128558,0.0,0.8557832929122865,0.0,1,0.035148485619782864,0.1274665379327252,HANJAYA MANDALA SAMPOERNA,30203010,1000000000,0.7944162436548223,0.6871827411167513,0.3079526226734349,0.22081218274111675,0.4053158488437676,0.6069407595790962,quality,39,1,0,0,0,0,0,0,1,0,1.0,ESG,1.2,0.7283289114949154,46,False,False,False,False,True,0,picked
104898,7,0.16901662988624605,-0.007044210449535737,0.06389416889154872,0.06033946348093182,0,0.03665789816018572,0.8321974562317783,-0.09491244881958359,GB,20,5770989507.2232,4544086226.16,8.43,0.21300000000000002,11720421.485060088,267.7,16.974546978558088,0.02526690391459075,0.05891173421377196,False,False,False,False,False,0,10.0,0.3756030161168346,0.11302718986559555,14.923076923076923,4.99771446373055,-0.0972233620113585,1.0370007342464456,0.6934770059649797,5,0.012881082092128758,0.12967237081393626,HOWDEN JOINERY GROUP PLC,20107010,2000000000,0.6230964467005076,0.5488578680203046,0.7106598984771573,0.4593908629441624,0.572969543147208,0.6025398564395619,capital,41,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.7230478277274742,47,False,False,False,False,False,0,unreached
207914,7,0.14651257533079506,0.3141206824771967,0.12072192843191534,0.16392286487634813,4,0.14750737514824785,1.0734009341726942,-0.046140075528700905,JP,45,2267127863.1,338377293000.0,27350.25,98.0,21868876.098805703,19242.054,17.585300041253394,0.003583148234476833,0.056865677449579925,False,False,False,False,False,0,10.0,0.6295366869262229,0.06771684307736023,1708.3333333333333,16.97713330006696,0.0006487187804087302,0.6469907486374942,0.0,8,0.04268305097035854,0.15182417838650228,MARUWA CO LTD,45203015,2000000000,0.5469543147208121,0.4714467005076142,0.4636209813874788,0.4796954314720812,0.4715877044557248,0.5154607732923235,quality,89,0,1,0,1,0,0,0,2,0,2.0,BMK|CPX,1.4,0.7216450826092529,48,False,False,False,False,True,0,unreached
106747,7,0.12696332761701049,0.40374928606753135,0.1261457171287286,0.11130152704430551,0,0.10215991983836226,1.4246523421102668,-0.03758839274797494,MX,30,1370884201.645,27977228605.0,83.5,1.5,201603.59964807017,1786.383,15.66138314404022,0.017964071856287425,0.06385132084457941,False,False,False,False,False,0,10.0,0.6574174345982218,0.07504360679749482,3.5663452733257666,2.0267196048212894,-0.12556859738275272,2.7306620617079367,1.1920204193271848,8,0.018440524476437247,0.0899237385128351,GRUPO HERDEZ SAB DE CV,30202030,1000000000,0.4733502538071066,0.2544416243654822,0.9526226734348562,0.5482233502538071,0.5850958826847151,0.515229101791535,capital,90,0,1,1,0,0,0,0,2,0,2.0,BMK|COV,1.4,0.721320742508149,49,False,True,False,False,False,1,flagged
248962,8,0.1814102553074093,0.004269291827758925,0.10556691717194466,0.1033590595259,0,0.08056030257285429,0.6800919440657611,-0.037301682908220946,SA,15,17355246395.137558,65074039726.799995,136.7,7.0,24374827.445421595,4322.068,15.05622765000458,0.05120702267739576,0.06641769925680525,False,True,False,True,False,1,10.0,0.9139819634488342,0.08180876998462223,219.12845528455284,10.42239970117938,0.14248308601353132,1.0575514172943572,0.0,1,0.14178795297359467,0.423155455851144,SABIC AGRI-NUTRIENTS COMPANY,15101030,1000000000,0.7614213197969544,0.4600253807106599,0.2732656514382403,0.2563451776649746,0.3298787366046249,0.5448999258134577,quality,67,0,0,0,0,1,1,0,1,1,1.5,STY|CTY,1.3,0.7083699035574951,50,False,False,True,False,False,3,flagged
100057,8,0.16824987608675676,0.10552213467471461,0.05200123754111948,0.04490904572794443,0,0.05412644540607481,1.1742385353982994,-0.04240936707842113,GB,20,8818158549.8046,6943431928.98,28.11,0.7486999999999999,15655134.262183772,309.9,22.40539505963214,0.026634649590892918,0.044632107460658106,False,False,False,False,False,0,10.0,0.27836217269208635,0.14481362608505358,12.006493506493507,4.233165947991968,-0.09276734200002956,1.1360277962188028,0.9517638588912888,5,0.006469126030162996,0.12931656256179402,IMI PLC,20106020,2000000000,0.733502538071066,0.625,0.7445008460236887,0.6269035532994924,0.6654681331077271,0.7054916500380777,capital,15,0,0,0,0,0,0,0,0,0,0.0,-,1.0,0.7054916500380777,51,False,False,False,False,False,0,unreached
295526,5,0.37341408952721367,-0.000843953827916577,0.0745301944958365,0.05852898423057203,0,0.08607118445834439,0.8577498966011491,-0.07391781872700964,DK,25,5572857500.0,38433500000.0,486.5,20.3639,2825135.9683456365,5241.0,7.333237931692425,0.04185796505652621,0.13636541038417005,False,False,False,False,False,0,10.0,0.16042789382831404,0.2744997057092407,9.263593380614656,2.6800808724404894,-0.25174313031090423,1.2003039622072316,1.3153602609613355,5,0.01628173692069323,0.20530328073320506,PANDORA AS,25203010,2000000000,0.5317258883248731,0.6833756345177664,0.7901861252115059,0.5558375634517767,0.6764664410603496,0.5854788159733122,capital,45,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.7025745791679746,52,False,False,False,False,False,0,unreached
271210,8,0.1665812708807387,-0.041220520216856515,0.09568784938507083,0.09193220722743772,1,0.1830833920485433,0.9256992622157217,-0.016101549874516636,IN,10,5013900294.148801,417825024512.4,278.55,10.0,12184356.789353572,39726.8,10.517459863678928,0.03590019745108598,0.0950799920286273,False,False,False,True,False,0,10.0,0.3122359769828546,0.08959967009494828,11.9766506126928,8.861901221354719,0.0,0.8948540629610469,0.0,5,0.039977617946579516,0.07442927212321687,PETRONET LNG LTD,10102040,1000000000,0.7233502538071066,0.4993654822335025,0.5287648054145516,0.5228426395939086,0.516990975747321,0.6324152994367865,quality,30,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.6956568293804652,53,False,False,False,False,False,1,flagged
209183,7,0.12175089442668,0.178577008887725,0.11771799833396686,0.10063709438123385,0,0.06261830896092979,1.05065953782154,-0.025351908201792884,JP,45,2510041770.0,374633100000.0,1640.25,74.0,12505443.142763773,50013.515,7.490637280743015,0.04511507392165828,0.1334999897232786,False,False,False,False,False,0,10.0,0.4040093472029343,0.07481111242637364,106.9023178807947,6.414373005005676,-0.07611139583547866,0.8946505293909708,0.0,6,0.012149820468181414,0.07517373341555707,TIS INC,45102010,2000000000,0.44543147208121825,0.5450507614213198,0.6683587140439933,0.5380710659898477,0.5838268471517202,0.49634330042363095,capital,98,0,1,0,1,0,0,0,2,0,2.0,BMK|CPX,1.4,0.6948806205930833,54,False,False,False,False,False,0,unreached
270827,8,0.18606042905822237,0.9299132118092905,0.04936546158624665,0.05547337404787141,3,0.2888650671157973,1.6397774166234524,-0.0486263189498882,TW,45,9005573304.0,285891216000.0,3000.0,32.2,90797981.4315,9837.067,29.062648043364963,0.010733333333333334,0.03440842687520696,False,False,False,False,False,0,10.0,1.0160852185541285,0.11768134156964631,95.16785290628707,13.529679689175776,0.0,0.8093949224035237,0.0,2,0.0886284889969215,0.4186971316765461,KING SLIDE WORKS CO LTD,45202030,1000000000,0.7791878172588833,0.5031725888324873,0.37140439932318103,0.5,0.45819232938522275,0.6300926562675004,quality,31,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.6931019218942506,55,False,False,False,False,True,0,unreached
245663,6,0.20587443752315662,0.03695301902148662,0.05842317704080974,0.04411734175622619,0,0.09512219352577445,1.1508643876365996,-0.08562656356606778,ES,25,170991995328.0,158325921600.0,50.8,1.81385,11989518.377963686,6220.0,25.454328231511255,0.035705708661417326,0.03928604954351328,False,False,False,False,False,0,10.0,0.4212485113760859,0.07686752988047808,21.51274787535411,5.751277772171191,0.0003740056746130982,1.3868125251234336,0.0,5,0.006559106184845186,0.19101956044093957,IND DE DISENO TEXTIL SA,25504010,2000000000,0.5418781725888325,0.48032994923857864,0.6598984771573604,0.7563451776649747,0.6321912013536379,0.5763421381997296,franchise,48,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.6916105658396755,56,False,False,False,False,False,0,unreached
248872,7,0.12254153332553519,-0.08947601722888487,0.06758321358856885,0.05049906091463517,0,0.04348365734239956,1.0276820621685916,-0.06180944390184916,SA,15,1334326770.0,5003100000.0,32.7,2.5,1309244.39637516,363.683,13.75676069544081,0.0764525993883792,0.07269153125062461,False,False,False,True,False,0,10.0,0.31240090165917034,0.10111731909204756,12.423345903325334,5.285968752218668,0.0,1.3241682741313703,0.3007224763041029,2,0.02656072469644676,0.3306411956391525,SAUDI CEMENT CO,15102010,1000000000,0.45558375634517767,0.5399746192893401,0.5676818950930625,0.2766497461928934,0.46143542019176537,0.45791546387989435,capital,120,0,1,1,0,0,1,0,2,1,2.5,BMK|COV|CTY,1.5,0.6868731958198415,57,False,False,False,False,False,1,flagged
249780,7,0.2019919779671096,1.23714111101336,0.043927040637584375,0.04516736419101862,2,0.014123511248211429,0.8844088610114187,-0.05797148298977549,TW,25,3292816882.6665,104533869291.0,381.0,17.0,15148267.06428,5514.937,18.954680586741063,0.04461942257217848,0.052757417642769845,False,False,False,False,True,0,9.0,0.8471801035905705,0.178643495167335,55.79472455569377,12.272609648131917,0.0,0.87828839040441,0.0,2,0.024916418180462828,0.14380135075804473,ECLAT TEXTILE CO LTD,25203030,1000000000,0.6763959390862944,0.44035532994923865,0.4035532994923858,0.23857868020304568,0.36082910321489003,0.5260671925938558,quality,82,0,0,0,0,1,0,1,1,1,1.5,STY|RTL,1.3,0.6838873503720125,58,False,False,False,False,False,1,flagged
201260,7,0.13920227292908266,-0.02738486579446464,0.09387147636216084,0.08588257112338937,0,0.05913940023331232,0.8458014762158981,-0.10035438144329897,FR,25,92327428343.80801,85488359577.6,473.6,17.441,1098383.3671992633,4531.0,18.867437558508055,0.036826435810810805,0.05300136793345642,False,False,False,False,False,0,10.0,0.45101555222335504,0.06215518253316117,14.825520833333334,2.13089474886568,0.0,2.581012837048932,0.9454142194110158,6,0.00514217227130753,0.17457189448702037,CHRISTIAN DIOR SE,25203010,2000000000,0.5266497461928934,0.39276649746192893,0.7774957698815567,0.6598984771573604,0.610053581500282,0.5585477671059121,capital,55,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.6702573205270945,59,False,False,False,False,False,0,unreached
239498,7,0.1397936389184085,0.13642209295366436,0.0611953565852841,0.05534413888217711,0,0.11628841600202966,1.1874163874151382,-0.03978766206044745,JP,45,7839221468.232,1170033054960.0,3079.0,90.0,24951602.430462964,64304.906,18.195082268839645,0.029230269568041572,0.05495990538677421,False,False,False,False,False,0,10.0,0.4625554383903578,0.12360117713257486,1268.840909090909,6.221297487654677,0.9999841773904401,1.0908727504096816,0.0,2,0.009032104105270906,0.052212227840909155,OTSUKA SHOKAI CO LTD,45102010,2000000000,0.5317258883248731,0.674492385786802,0.3570219966159052,0.7538071065989848,0.5951071630005641,0.5562253197528977,franchise,58,0,0,0,0,1,0,0,1,0,1.0,STY,1.2,0.6674703837034772,60,False,False,True,False,False,1,flagged
101023,7,0.2507949649738306,-0.05997748693578431,0.04627401893070113,0.039719000527491444,0,0.016948055303152243,1.1016496060294672,-0.03663770771638771,FI,20,27749038450.437565,25693554120.77552,56.69524,3.2164,16902820.676508483,980.1,26.21523734391952,0.056731394028846166,0.03814575419939673,False,False,False,False,False,0,10.0,0.2922261904047858,0.22294163123308855,33.88861386138614,2.7219766273066437,-0.0012008657088387054,1.0806392336735202,0.0,9,0.02905116855438735,0.09423828067258914,KONE OYJ,20106020,2000000000,0.7550761421319796,0.7214467005076142,0.7284263959390863,0.20050761421319796,0.5501269035532995,0.6652419113290258,quality,21,0,0,0,0,0,0,0,0,0,0.0,-,1.0,0.6652419113290258,61,False,False,False,False,False,0,unreached
102277,8,0.12832029445823995,0.19498512351845565,0.08257722022885806,0.08736118672862302,0,0.0245781513484169,1.2172498916921537,-0.06492691977181969,ZA,30,2747876799.07104,50419757781.12,296.38,16.439999999999998,7874617.274182054,4094.0,12.31552461678554,0.055469329914299204,0.08119832740515513,False,False,False,False,False,0,10.0,0.5575244784823741,0.09951300724702193,11.736802413273002,6.953842530805692,-0.09067357512953356,0.8576692252383781,0.0,5,0.014426453427772708,0.07083429817296427,TIGER BRANDS LIMITED,30202030,1000000000,0.6015228426395939,0.4282994923857868,0.6294416243654822,0.40609137055837563,0.4879441624365482,0.5532218506858374,capital,60,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.6638662208230048,62,False,False,False,False,False,0,unreached
221261,7,0.11644814866615028,0.04596907198124023,0.059973007731435976,0.06671347913505647,4,0.12797909382212436,1.163126520163902,-0.05150766188828473,CH,30,19650079539.09,18194518091.75,50.05,0.0,3038444.492210526,940.4,19.347637273234795,0.0,0.051685897656525925,False,False,False,False,False,0,10.0,0.2907272032129839,0.08776523824117975,9.727272727272727,4.14994958694794,-0.002237025935776793,1.1696734254291719,0.7009372177055103,1,0.010166121957982194,0.07599380512575016,COCA-COLA HBC AG,30201030,2000000000,0.4149746192893401,0.49048223350253806,0.4695431472081219,0.7538071065989848,0.5712774957698815,0.47157607955743847,franchise,113,1,0,0,0,1,0,0,2,0,2.0,ESG|STY,1.4,0.6602065113804139,63,False,False,False,False,True,0,unreached
287622,5,0.5170345727175935,0.07405413358029711,0.049281514222651465,0.05150688913554693,2,0.09662813718634378,0.8699019944605892,-0.08447163627628175,JP,25,3584027734.94997,534929512679.1,599.675,37.0,14302962.370162038,45345.317,11.7967972895437,0.061700087547421525,0.08476877032432927,False,False,False,False,False,0,10.0,0.5408016348505548,0.4497694060121131,513.936507936508,7.694134400511251,1.9180344139049676,1.0332234015252517,0.0,1,0.00846976958662241,0.22019022937639848,ZOZO INC,25504010,2000000000,0.549492385786802,0.7112944162436547,0.22758037225042302,0.7106598984771573,0.5498448956570784,0.549633362607175,durability,61,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.65956003512861,64,False,False,True,False,False,1,flagged
278569,6,0.2155331472452545,0.2700239940051894,0.033566700530725205,0.03819593028736757,1,0.43484353475162796,0.8377437036585084,0.04736224086684363,KR,50,1665585562.5,2220780750000.0,62500.0,0.0,23873386.717924528,160561.918,13.831304319620795,0.0,0.07229976124387787,False,False,False,False,False,0,10.0,1.0243049632042234,0.15226202425907745,635.188131413177,6.344265003190982,0.07353918665780412,0.8050195263141369,0.0,1,0.05874847011931704,0.17517822815332176,JYP ENTERTAINMENT CORP,50202010,1000000000,0.5621827411167513,0.5920050761421319,0.17681895093062605,0.5304568527918782,0.43309362662154544,0.5064764101952108,durability,95,0,1,0,0,0,0,1,1,1,1.5,BMK|RTL,1.3,0.6584193332537741,65,False,False,True,False,False,1,flagged
284882,7,0.21939266255752626,-0.010454373580750853,0.034012242891224266,0.02726250762190422,0,0.07235887454899581,1.059535106885098,-0.02624130503755487,IN,30,2334413020.413,194534418367.75,443.05,10.0,3514448.3816035716,8064.681,24.121774732038382,0.02257081593499605,0.04145631949177465,False,False,False,False,False,0,9.0,1.6560075583004232,0.1423580723044079,39.459239109959086,9.171051330132746,-0.03840858272660186,1.0654877525630746,0.0,1,0.015723300136043408,0.19926001689781442,EMAMI LTD,30302010,1000000000,0.7119289340101522,0.3730964467005076,0.48138747884940775,0.5203045685279187,0.45826283135927803,0.5969086052459859,quality,42,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.6565994657705845,66,False,False,False,False,False,0,unreached
212635,7,0.15693485808476648,-0.06587634318024371,0.026606424178006037,0.023752678166114937,0,0.11840409396896856,1.1242933365984522,0.05432577512073391,AU,35,5032173448.0941,7624505224.384999,116.585,5.6696,16376848.812549109,388.9,19.605310425263564,0.04863061285757173,0.051006588434906484,False,False,True,False,False,1,9.0,0.8609368152607518,0.0937180070526675,28.7,6.373377197623256,-0.004414876611810392,0.8515386648568775,0.0,2,0.007707754237768609,0.14743891804415657,COCHLEAR LTD,35101010,2000000000,0.5748730964467005,0.2931472081218274,0.43316412859560066,0.7969543147208122,0.5077552171460801,0.5470221958051974,franchise,64,0,0,0,1,0,0,0,1,0,1.0,CPX,1.2,0.6564266349662369,67,False,False,False,False,False,1,flagged
321600,7,0.17135112674663106,0.1464413723195348,0.0582970873264228,0.04804994380749543,0,0.13628038930443553,1.622939118941848,-0.07719843892862828,IT,25,3613748094.0,3346063050.0,16.62,0.6,1474943.446257611,115.125,29.064608469055376,0.036101083032490974,0.03440610600568331,False,False,False,False,False,0,10.0,0.3628814942912868,0.10078945329590198,9.965419261229671,4.080935766335532,-0.01741933561153941,1.3639936799293053,0.0,4,0.007159178235665309,0.1339281474320865,TECHNOGYM SPA,25202010,2000000000,0.6307106598984771,0.5006345177664975,0.7377326565143824,0.8299492385786802,0.68943880428652,0.6535764455973627,franchise,23,0,0,0,0,0,0,0,0,0,0.0,-,1.0,0.6535764455973627,68,False,False,False,False,False,0,unreached
292107,7,0.13914979870984764,0.3223771629501855,0.04803131802269073,0.0621450835687866,3,0.15522930673730562,1.1510172876593372,-0.04233869661255667,TW,45,1642743483.4125,52150586775.0,1785.0,22.0,50323585.1076,1327.396,39.28788905119497,0.012324929971988795,0.02545313642830052,False,False,False,False,False,0,10.0,0.8580587204633122,0.07952712993698367,30.41459074733096,4.530323693985679,0.020195645313979105,0.8462609367329031,0.0,2,0.016394684284818526,0.16772112377627368,GRAND PLASTIC TECH CORP,45301010,1000000000,0.5241116751269035,0.391497461928934,0.2910321489001692,0.7055837563451777,0.4627044557247603,0.4986269791992968,franchise,97,0,1,0,0,0,0,1,1,1,1.5,BMK|RTL,1.3,0.6482150729590859,69,False,False,False,False,True,0,unreached
243773,7,0.16216573492616587,0.08535846304794781,0.03929755330306025,0.03347155770286076,0,0.09991404713271201,0.9599426707401328,-0.013986564046320843,IN,45,5005489767.9408,417124147328.39996,2187.7,57.0,17026711.269257143,17021.39,24.505880385115432,0.02605476070759245,0.04080653232141734,False,False,False,False,False,0,10.0,0.43839876453049054,0.09304358661171536,11.490778096191262,5.6733732690402405,0.018982930908779005,1.0909697620608971,0.0,8,0.009506078081936459,0.13088174457076984,MPHASIS BFL LTD,45102010,1000000000,0.5951776649746192,0.46002538071065996,0.5820642978003384,0.6979695431472082,0.5800197405527355,0.589067530511968,franchise,43,0,0,0,0,0,0,1,0,1,0.5,RTL,1.1,0.6479742835631649,70,False,False,False,False,False,0,unreached
